date,daily_generation_kWh,daily_capacity_kW,generation_per_kW,scaled_generation_kWh,Tariff_GBP,Cost_per_kW_GBP,revenue_GBP,cumulative_revenue_GBP,ROI_percent
2015-01-01,385.0,2669.0,0.14424878231547397,144.24878231547396,0.048499999999999995,1800.0,6.996065942300486,6.996065942300486,0.00038867033012780484
2015-01-02,3834.0,2682.0,1.429530201342282,1429.530201342282,0.048499999999999995,1800.0,69.33221476510067,76.32828070740116,0.004240460039300065
2015-01-03,1026.0,2740.0,0.37445255474452555,374.45255474452557,0.048499999999999995,1800.0,18.16094890510949,94.48922961251066,0.005249401645139481
2015-01-04,2711.0,2749.0,0.9861767915605675,986.1767915605675,0.048499999999999995,1800.0,47.82957439068752,142.31880400319818,0.007906600222399899
2015-01-05,2035.0,2751.0,0.7397310069065794,739.7310069065794,0.048499999999999995,1800.0,35.8769538349691,178.19575783816728,0.009899764324342628
2015-01-06,2915.0,2760.0,1.056159420289855,1056.159420289855,0.048499999999999995,1800.0,51.22373188405796,229.41948972222525,0.012745527206790291
2015-01-07,1774.0,2765.0,0.6415913200723328,641.5913200723328,0.048499999999999995,1800.0,31.117179023508136,260.5366687457334,0.014474259374762965
2015-01-08,3164.0,2781.0,1.137720244516361,1137.720244516361,0.048499999999999995,1800.0,55.1794318590435,315.7161006047769,0.01753978336693205
2015-01-09,2895.0,2788.0,1.0383787661406025,1038.3787661406025,0.048499999999999995,1800.0,50.361370157819216,366.07747076259614,0.020337637264588673
2015-01-10,3479.0,2790.0,1.2469534050179212,1246.953405017921,0.048499999999999995,1800.0,60.477240143369166,426.5547109059653,0.023697483939220294
2015-01-11,3593.0,2792.0,1.28689111747851,1286.89111747851,0.048499999999999995,1800.0,62.41421919770773,488.968930103673,0.027164940561315166
2015-01-12,1569.0,2828.0,0.5548090523338048,554.8090523338049,0.048499999999999995,1800.0,26.90823903818953,515.8771691418625,0.028659842730103472
2015-01-13,3570.0,2828.0,1.2623762376237624,1262.3762376237623,0.048499999999999995,1800.0,61.22524752475247,577.102416666615,0.0320612453703675
2015-01-14,4831.0,2828.0,1.7082743988684583,1708.2743988684583,0.048499999999999995,1800.0,82.85130834512022,659.9537250117352,0.03666409583398529
2015-01-15,4044.0,2830.0,1.428975265017668,1428.9752650176679,0.048499999999999995,1800.0,69.30530035335688,729.259025365092,0.04051439029806067
2015-01-16,4357.0,2830.0,1.5395759717314488,1539.5759717314488,0.048499999999999995,1800.0,74.66943462897525,803.9284599940673,0.04466269222189263
2015-01-17,4370.0,2830.0,1.5441696113074206,1544.1696113074206,0.048499999999999995,1800.0,74.89222614840989,878.8206861424773,0.04882337145235985
2015-01-18,5132.0,2830.0,1.8134275618374558,1813.4275618374559,0.048499999999999995,1800.0,87.9512367491166,966.7719228915938,0.05370955127175522
2015-01-19,4989.0,2830.0,1.7628975265017668,1762.8975265017668,0.048499999999999995,1800.0,85.50053003533569,1052.2724529269294,0.05845958071816275
2015-01-20,4275.0,2830.0,1.510600706713781,1510.600706713781,0.048499999999999995,1800.0,73.26413427561836,1125.5365872025477,0.06252981040014154
2015-01-21,2030.0,2835.0,0.7160493827160493,716.0493827160493,0.048499999999999995,1800.0,34.728395061728385,1160.2649822642761,0.06445916568134867
2015-01-22,3945.0,2835.0,1.3915343915343916,1391.5343915343917,0.048499999999999995,1800.0,67.48941798941799,1227.754400253694,0.0682085777918719
2015-01-23,5910.0,2835.0,2.0846560846560847,2084.6560846560847,0.048499999999999995,1800.0,101.1058201058201,1328.8602203595142,0.07382556779775079
2015-01-24,6697.0,2835.0,2.362257495590829,2362.257495590829,0.048499999999999995,1800.0,114.56948853615519,1443.4297088956694,0.08019053938309274
2015-01-25,3708.0,2835.0,1.307936507936508,1307.936507936508,0.048499999999999995,1800.0,63.43492063492063,1506.86462953059,0.08371470164058833
2015-01-26,4276.0,2835.0,1.508289241622575,1508.289241622575,0.048499999999999995,1800.0,73.15202821869488,1580.0166577492848,0.0877787032082936
2015-01-27,3965.0,2844.0,1.3941631504922645,1394.1631504922645,0.048499999999999995,1800.0,67.61691279887482,1647.6335705481597,0.09153519836378665
2015-01-28,3987.0,2844.0,1.4018987341772151,1401.8987341772151,0.048499999999999995,1800.0,67.99208860759492,1715.6256591557546,0.09531253661976415
2015-01-29,4463.0,2844.0,1.569268635724332,1569.268635724332,0.048499999999999995,1800.0,76.10952883263009,1791.7351879883847,0.09954084377713247
2015-01-30,6014.0,2868.0,2.096931659693166,2096.931659693166,0.048499999999999995,1800.0,101.70118549511852,1893.4363734835033,0.10519090963797241
2015-01-31,4059.0,2868.0,1.4152719665271967,1415.2719665271966,0.048499999999999995,1800.0,68.64069037656903,1962.0770638600723,0.10900428132555957
2015-02-01,6262.0,2868.0,2.183403068340307,2183.403068340307,0.048499999999999995,1800.0,105.89504881450488,2067.972112674577,0.11488733959303206
2015-02-02,6805.0,2868.0,2.372733612273361,2372.733612273361,0.048499999999999995,1800.0,115.077580195258,2183.0496928698353,0.12128053849276862
2015-02-03,6766.0,2889.0,2.341986846659744,2341.986846659744,0.048499999999999995,1800.0,113.58636206299758,2296.636054932833,0.12759089194071294
2015-02-04,7642.0,2889.0,2.6452059536171686,2645.2059536171687,0.048499999999999995,1800.0,128.29248875043265,2424.9285436832656,0.1347182524268481
2015-02-05,3981.0,2889.0,1.3779854620976115,1377.9854620976116,0.048499999999999995,1800.0,66.83229491173415,2491.7608385949998,0.13843115769972222
2015-02-06,8498.0,2889.0,2.941502249913465,2941.5022499134648,0.048499999999999995,1800.0,142.66285912080303,2634.423697715803,0.1463568720953224
2015-02-07,4334.0,2889.0,1.5001730702665281,1500.1730702665282,0.048499999999999995,1800.0,72.7583939079266,2707.18209162373,0.1503990050902072
2015-02-08,9064.0,2889.0,3.137417791623399,3137.417791623399,0.048499999999999995,1800.0,152.16476289373483,2859.3468545174646,0.158852603028748
